s,p,o
<http://www.wikidata.org/entity/Q1074727>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Qian Liu""@en"

<http://www.wikidata.org/entity/Q1074727>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Qian Liu""@en"

<http://www.wikidata.org/entity/Q497120>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Liweng""@en"

<http://www.wikidata.org/entity/Q699485>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Liu Bowen""@en"

<http://www.wikidata.org/entity/Q15941140>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Xiaopo""@en"

<http://www.wikidata.org/entity/Q1261786>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Yi Yuanji""@en"

<http://www.wikidata.org/entity/Q1261786>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Yi Yuanji""@en"

<http://www.wikidata.org/entity/Q15929761>,<http://schema.org/name>,"""Zhao Kui""@en"

<http://www.wikidata.org/entity/Q15929761>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Zhao Kui""@en"

<http://www.wikidata.org/entity/Q15929761>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Zhao Kui""@en"

<http://www.wikidata.org/entity/Q45439746>,<http://schema.org/name>,"""Hu Guan""@en"

<http://www.wikidata.org/entity/Q45439746>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Hu Guan""@en"

<http://www.wikidata.org/entity/Q45439746>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Hu Guan""@en"

<http://www.wikidata.org/entity/Q21810143>,<http://schema.org/name>,"""Chen Guan""@en"

<http://www.wikidata.org/entity/Q21810143>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Chen Guan""@en"

<http://www.wikidata.org/entity/Q21810143>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Chen Guan""@en"

<http://www.wikidata.org/entity/Q45404753>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Ziwang""@en"

<http://www.wikidata.org/entity/Q45545663>,<http://schema.org/name>,"""Yin Cheng""@en"

<http://www.wikidata.org/entity/Q45454989>,<http://schema.org/name>,"""Yao Fu""@en"

<http://www.wikidata.org/entity/Q45454989>,<http://schema.org/description>,"""Ming dynasty person CBDB = 129340""@en"

<http://www.wikidata.org/entity/Q45545663>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Yin Cheng""@en"

<http://www.wikidata.org/entity/Q45454989>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Yao Fu""@en"

<http://www.wikidata.org/entity/Q5034347>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Youxuan""@en"

<http://www.wikidata.org/entity/Q45545663>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Yin Cheng""@en"

<http://www.wikidata.org/entity/Q45454989>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Yao Fu""@en"

<http://www.wikidata.org/entity/Q376079>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Nanyu""@en"

<http://www.wikidata.org/entity/Q2248916>,<http://schema.org/name>,"""Tang Yin""@en"

<http://www.wikidata.org/entity/Q2248916>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Tang Yin""@en"

<http://www.wikidata.org/entity/Q716331>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Xigu""@en"

<http://www.wikidata.org/entity/Q2248916>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Tang Yin""@en"

<http://www.wikidata.org/entity/Q957734>,<http://schema.org/name>,"""Du Jin""@en"

<http://www.wikidata.org/entity/Q957734>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Du Jin""@en"

<http://www.wikidata.org/entity/Q957734>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Du Jin""@en"

<http://www.wikidata.org/entity/Q731030>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Xuanying""@en"

<http://www.wikidata.org/entity/Q700903>,<http://schema.org/name>,"""Wang Meng""@en"

<http://www.wikidata.org/entity/Q700903>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Wang Meng""@en"

<http://www.wikidata.org/entity/Q700903>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Wang Meng""@en"

<http://www.wikidata.org/entity/Q21015053>,<http://schema.org/name>,"""Sun Kan""@en"

<http://www.wikidata.org/entity/Q21015053>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Sun Kan""@en"

<http://www.wikidata.org/entity/Q21015053>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Sun Kan""@en"

<http://www.wikidata.org/entity/Q3575430>,<http://schema.org/name>,"""Zhou Chen""@en"

<http://www.wikidata.org/entity/Q18109971>,<http://schema.org/name>,"""Shi Lin""@en"

<http://www.wikidata.org/entity/Q3575430>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Zhou Chen""@en"

<http://www.wikidata.org/entity/Q18109971>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Shi Lin""@en"

<http://www.wikidata.org/entity/Q3575430>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Zhou Chen""@en"

<http://www.wikidata.org/entity/Q18109971>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Shi Lin""@en"

<http://www.wikidata.org/entity/Q558863>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Zhou Chen""@en"

<http://www.wikidata.org/entity/Q565370>,<http://schema.org/name>,"""Zhang Xuan""@en"

<http://www.wikidata.org/entity/Q565370>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Zhang Xuan""@en"

<http://www.wikidata.org/entity/Q565370>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Zhang Xuan""@en"

<http://www.wikidata.org/entity/Q21015053>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Zhijian""@en"

<http://www.wikidata.org/entity/Q45601587>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jishan""@en"

<http://www.wikidata.org/entity/Q3110486>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Cuiyan""@en"

<http://www.wikidata.org/entity/Q890211>,<http://schema.org/name>,"""Xu Wei""@en"

<http://www.wikidata.org/entity/Q890211>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Xu Wei""@en"

<http://www.wikidata.org/entity/Q890211>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Xu Wei""@en"

<http://www.wikidata.org/entity/Q15923778>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Shangwen""@en"

<http://www.wikidata.org/entity/Q3571842>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Yang Shou""@en"

<http://www.wikidata.org/entity/Q1288620>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Tong Wen""@en"

<http://www.wikidata.org/entity/Q8666>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Huizong""@en"

<http://www.wikidata.org/entity/Q7486>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Huizong""@en"

<http://www.wikidata.org/entity/Q45394705>,<http://schema.org/name>,"""Zhao Mengkui""@en"

<http://www.wikidata.org/entity/Q45394705>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Sudao""@en"

<http://www.wikidata.org/entity/Q18236201>,<http://schema.org/name>,"""Li Shao""@en"

<http://www.wikidata.org/entity/Q3482007>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Yiming""@en"

<http://www.wikidata.org/entity/Q45394705>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Zhao Mengkui""@en"

<http://www.wikidata.org/entity/Q18236201>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Li Shao""@en"

<http://www.wikidata.org/entity/Q45394705>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Zhao Mengkui""@en"

<http://www.wikidata.org/entity/Q18236201>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Li Shao""@en"

<http://www.wikidata.org/entity/Q73514762>,<http://schema.org/name>,"""Zhu Lu""@en"

<http://www.wikidata.org/entity/Q31758>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Taichong""@en"

<http://www.wikidata.org/entity/Q73514762>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Zhu Lu""@en"

<http://www.wikidata.org/entity/Q73514762>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Zhu Lu""@en"

<http://www.wikidata.org/entity/Q45426240>,<http://schema.org/name>,"""Hu Yan""@en"

<http://www.wikidata.org/entity/Q709576>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jianjing""@en"

<http://www.wikidata.org/entity/Q10566814>,<http://schema.org/name>,"""Gao Zhu""@en"

<http://www.wikidata.org/entity/Q45426240>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Hu Yan""@en"

<http://www.wikidata.org/entity/Q10566814>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Gao Zhu""@en"

<http://www.wikidata.org/entity/Q45426240>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Hu Yan""@en"

<http://www.wikidata.org/entity/Q10566814>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Gao Zhu""@en"

<http://www.wikidata.org/entity/Q4499522>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Puzhai""@en"

<http://www.wikidata.org/entity/Q7967782>,<http://schema.org/name>,"""Wang Zhongyu""@en"

<http://www.wikidata.org/entity/Q7967782>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Wang Zhongyu""@en"

<http://www.wikidata.org/entity/Q7967782>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Wang Zhongyu""@en"

<http://www.wikidata.org/entity/Q18415758>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Huabo""@en"

<http://www.wikidata.org/entity/Q3571072>,<http://schema.org/name>,"""Xue Susu""@en"

<http://www.wikidata.org/entity/Q45536518>,<http://schema.org/name>,"""Zheng Lun""@en"

<http://www.wikidata.org/entity/Q45536518>,<http://schema.org/description>,"""Song dynasty person CBDB = 51249""@en"

<http://www.wikidata.org/entity/Q45647328>,<http://schema.org/name>,"""Shen Cheng""@en"

<http://www.wikidata.org/entity/Q3571072>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Xue Susu""@en"

<http://www.wikidata.org/entity/Q45536518>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Zheng Lun""@en"

<http://www.wikidata.org/entity/Q45647328>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Shen Cheng""@en"

<http://www.wikidata.org/entity/Q3571072>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Xue Susu""@en"

<http://www.wikidata.org/entity/Q45536518>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Zheng Lun""@en"

<http://www.wikidata.org/entity/Q45647328>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Shen Cheng""@en"

<http://www.wikidata.org/entity/Q7477>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Zhao Zhen""@en"

<http://www.wikidata.org/entity/Q3048317>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Muxi""@en"

<http://www.wikidata.org/entity/Q45697113>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Junbi""@en"

<http://www.wikidata.org/entity/Q45394705>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Chungu""@en"

<http://www.wikidata.org/entity/Q4499696>,<http://schema.org/name>,"""Li Zai""@en"

<http://www.wikidata.org/entity/Q433603>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Qinshan""@en"

<http://www.wikidata.org/entity/Q4499696>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Li Zai""@en"

<http://www.wikidata.org/entity/Q4499696>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Li Zai""@en"

<http://www.wikidata.org/entity/Q700068>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Yuanzhang""@en"

<http://www.wikidata.org/entity/Q1064977>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Zhongzhao""@en"

<http://www.wikidata.org/entity/Q320129>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Yuanzhang""@en"

<http://www.wikidata.org/entity/Q11176852>,<http://schema.org/name>,"""Huang Jian""@en"

<http://www.wikidata.org/entity/Q769372>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Shizhou""@en"

<http://www.wikidata.org/entity/Q306673>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Hengshan""@en"

<http://www.wikidata.org/entity/Q11176852>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Huang Jian""@en"

<http://www.wikidata.org/entity/Q11176852>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Huang Jian""@en"

<http://www.wikidata.org/entity/Q3256844>,<http://schema.org/name>,"""Liu Cai""@en"

<http://www.wikidata.org/entity/Q3256844>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Liu Cai""@en"

<http://www.wikidata.org/entity/Q3256844>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Liu Cai""@en"

<http://www.wikidata.org/entity/Q45508964>,<http://schema.org/name>,"""Yu Qian""@en"

<http://www.wikidata.org/entity/Q45508964>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Yu Qian""@en"

<http://www.wikidata.org/entity/Q45508964>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Yu Qian""@en"

<http://www.wikidata.org/entity/Q45409478>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Weiyin""@en"

<http://www.wikidata.org/entity/Q1036784>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Yizong""@en"

<http://www.wikidata.org/entity/Q11121091>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Shouyu""@en"

<http://www.wikidata.org/entity/Q21722893>,<http://schema.org/description>,"""glass painter""@en"

<http://www.wikidata.org/entity/Q45454207>,<http://schema.org/name>,"""Yao Weiqin""@en"

<http://www.wikidata.org/entity/Q45454207>,<http://schema.org/description>,"""Ming dynasty person CBDB = 129327""@en"

<http://www.wikidata.org/entity/Q45454207>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Weicheng""@en"

<http://www.wikidata.org/entity/Q45454207>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Yao Weiqin""@en"

<http://www.wikidata.org/entity/Q45454207>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Yao Weiqin""@en"

<http://www.wikidata.org/entity/Q9977>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Xuanzong""@en"

<http://www.wikidata.org/entity/Q3567211>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Wufeng""@en"

<http://www.wikidata.org/entity/Q558251>,<http://schema.org/name>,"""Chen Chun""@en"

<http://www.wikidata.org/entity/Q558251>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Chen Chun""@en"

<http://www.wikidata.org/entity/Q558251>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Chen Chun""@en"

<http://www.wikidata.org/entity/Q45432419>,<http://schema.org/name>,"""He Shou""@en"

<http://www.wikidata.org/entity/Q45432419>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""He Shou""@en"

<http://www.wikidata.org/entity/Q45432419>,<http://www.w3.org/2000/01/rdf-schema#label>,"""He Shou""@en"

<http://www.wikidata.org/entity/Q18119409>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Mengxiang""@en"

<http://www.wikidata.org/entity/Q348333>,<http://schema.org/name>,"""Jean Bourdichon""@en"

<http://www.wikidata.org/entity/Q348333>,<http://schema.org/description>,"""French miniature painter and manuscript illuminator (1457-1521)""@en"

<http://www.wikidata.org/entity/Q348333>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jehan Bourdichon""@en"

<http://www.wikidata.org/entity/Q348333>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bourdichon""@en"

<http://www.wikidata.org/entity/Q356777>,<http://schema.org/name>,"""Dosso Dossi""@en"

<http://www.wikidata.org/entity/Q356777>,<http://schema.org/description>,"""Italian painter; (c.1490-1542)""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni di Niccol\u00F2 de Lutero""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dosi da Ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Di Lutero Dossi""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Luteri Dossi""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dosso da Ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni de Constantino""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni De Lutero""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dossio Ferrarese""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""di Niccol\u00F2 Luteri Giovanni""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni De Lutero Dossi""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni de Luteri""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni de Lutero""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Francesco di Niccolo di Luteri""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Luteri""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dosso (Giovanni De Lutero) Dossi""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni di Niccolo de Lutero""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""di Niccolo Luteri Giovanni""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bossi de Ferrare""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dosso buono""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dossio ferrarese""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dossi de Ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dossi allievo di Tiziano""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dossi da ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dosso di Ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Doso di ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dosso Dossi di Ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dossio""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dossi Dossi""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dossi di Ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dolsi di Ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dossi ferrarese""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dos d\u00E0 ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dotti da Ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dosi vechio di ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dossi vecchio""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Le Dosso""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Doxe""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dosi di ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dossi dj ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Rossi di Ferrara""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dossi Dosso""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni de Lutero Dosso Dossi""@en"

<http://www.wikidata.org/entity/Q356777>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dosso Dossi (Giovanni de' Luteri)""@en"
